quantity,holiday,time_elapsed,ongoing_orders,waze_avg_time,waze_avg_distance,datetime,reseller
1,True,25.66385,2,7.316666666666666,2.978,2022-12-31 11:12:00,C
1,True,16.471433333333334,1,6.2,3.241,2022-12-31 11:52:00,C
1,True,65.64659999999999,1,24.166666666666668,5.979,2022-12-31 11:55:00,F
1,True,49.230516666666674,2,19.78333333333333,5.378,2022-12-31 12:12:00,F
1,True,55.4756,0,23.65,12.599,2022-12-31 12:33:00,B
1,True,37.50975,2,10.833333333333334,3.137,2022-12-31 12:37:00,F
1,True,23.78655,0,8.966666666666667,5.168,2022-12-31 12:41:00,C
1,True,29.724366666666665,2,12.566666666666666,3.873,2022-12-31 13:20:00,A
1,True,26.541,1,7.083333333333333,3.651,2022-12-31 13:36:00,C
1,True,36.39076666666666,0,16.7,6.922,2022-12-31 13:40:00,D
1,True,37.50675,1,10.2,2.93,2022-12-31 13:43:00,F
1,True,22.80945,2,8.933333333333334,2.894,2022-12-31 14:07:00,C
2,True,28.25003333333333,0,8.85,2.617,2022-12-31 15:00:00,F
1,True,36.97343333333333,2,9.25,3.543,2022-12-31 15:06:00,C
1,True,40.47791666666667,2,14.15,3.755,2022-12-31 15:18:00,A
1,True,35.5051,3,14.983333333333333,5.148,2022-12-31 15:41:00,A
1,True,13.431883333333332,1,6.7,2.401,2022-12-31 15:45:00,C
1,True,22.42248333333333,2,10.483333333333333,4.759,2022-12-31 16:11:00,C
1,True,18.25698333333333,3,7.633333333333334,2.677,2022-12-31 16:30:00,C
1,True,56.82045,0,15.45,6.113,2022-12-31 17:16:00,A
1,True,36.16841666666667,0,10.583333333333334,3.788,2022-12-31 17:19:00,F
1,True,50.31835,0,24.53333333333333,12.188,2022-12-31 17:21:00,B
1,True,44.85766666666667,1,12.333333333333334,4.021,2022-12-31 18:46:00,A
1,True,24.1136,0,8.716666666666667,3.604,2022-12-31 20:07:00,C
1,False,17.031466666666667,0,7.983333333333333,3.065,2023-01-01 09:27:00,D
1,False,34.78075,0,12.25,5.135,2023-01-01 09:55:00,C
1,False,54.85803333333333,0,20.25,9.282,2023-01-01 09:55:00,B
1,False,38.921733333333336,2,9.883333333333333,4.35,2023-01-01 10:22:00,C
1,False,24.61613333333333,2,11.983333333333333,4.702,2023-01-01 10:57:00,C
1,False,21.20876666666667,2,10.283333333333331,4.138,2023-01-01 11:11:00,C
1,False,34.95843333333333,0,9.283333333333331,4.104,2023-01-01 11:23:00,B
1,False,18.440583333333333,0,7.383333333333334,3.556,2023-01-01 12:18:00,B
1,False,24.5851,2,9.916666666666666,3.854,2023-01-01 12:53:00,C
1,False,57.20841666666667,0,25.766666666666666,14.085,2023-01-01 16:12:00,B
1,False,21.46441666666667,0,6.133333333333334,2.421,2023-01-01 17:22:00,C
1,False,20.0112,1,5.7,2.443,2023-01-01 19:12:00,C
1,False,55.07601666666667,1,17.6,6.29,2023-01-02 08:19:00,A
1,False,42.887350000000005,2,14.1,5.06,2023-01-02 08:58:00,A
1,False,48.93716666666667,3,13.333333333333334,4.916,2023-01-02 09:06:00,A
1,False,60.70321666666667,3,19.0,6.504,2023-01-02 09:46:00,A
1,False,19.449816666666667,1,8.5,2.975,2023-01-02 10:40:00,E
1,False,29.2245,1,8.233333333333333,3.23,2023-01-02 10:54:00,C
1,False,42.8181,5,17.483333333333334,6.203,2023-01-02 11:03:00,A
1,False,36.36051666666666,0,13.116666666666667,3.809,2023-01-02 11:19:00,F
1,False,21.12293333333333,0,7.6,4.756,2023-01-02 11:38:00,C
1,False,27.21585,1,9.05,4.914,2023-01-02 11:46:00,C
1,False,53.04496666666667,0,24.416666666666668,11.029,2023-01-02 11:48:00,B
1,False,59.07165,1,20.15,8.379,2023-01-02 11:50:00,F
2,False,42.6126,1,16.35,8.142,2023-01-02 11:58:00,B
1,False,71.90339999999999,2,29.75,8.101,2023-01-02 12:24:00,F
1,False,42.65818333333333,2,12.416666666666666,6.035,2023-01-02 13:29:00,B
1,False,30.8832,1,8.95,2.971,2023-01-02 14:24:00,A
1,False,46.16515,0,17.65,5.952,2023-01-02 14:44:00,F
1,False,63.398516666666666,1,28.516666666666666,14.921,2023-01-02 15:02:00,B
1,False,19.69588333333333,1,9.366666666666667,3.469,2023-01-02 15:52:00,A
1,False,26.262100000000004,0,11.283333333333331,4.7,2023-01-02 16:08:00,F
1,False,30.79993333333334,0,13.566666666666666,6.905,2023-01-02 17:24:00,B
1,False,30.934466666666665,1,10.583333333333334,3.658,2023-01-02 17:34:00,A
1,False,29.236016666666668,1,12.966666666666669,5.64,2023-01-02 18:39:00,B
1,False,24.74563333333333,1,8.066666666666666,2.962,2023-01-02 18:52:00,A
1,False,29.578533333333333,1,12.833333333333334,4.32,2023-01-02 19:11:00,A
2,False,19.074816666666667,0,8.033333333333333,3.316,2023-01-02 19:12:00,C
1,False,30.6082,0,8.816666666666666,3.469,2023-01-03 08:13:00,C
2,False,39.90028333333333,1,11.866666666666667,3.596,2023-01-03 09:30:00,F
1,False,15.771133333333331,1,4.816666666666666,1.489,2023-01-03 10:08:00,E
1,False,30.46555,0,11.083333333333334,4.245,2023-01-03 10:19:00,A
1,False,21.731383333333333,0,7.05,3.051,2023-01-03 11:59:00,C
1,False,30.5388,1,9.95,4.049,2023-01-03 12:20:00,C
1,False,43.16143333333334,3,13.116666666666667,4.247,2023-01-03 12:32:00,A
1,False,15.5332,0,4.916666666666667,1.702,2023-01-03 13:17:00,E
1,False,31.272783333333333,1,14.316666666666666,7.332,2023-01-03 13:29:00,B
1,False,23.24788333333333,1,10.05,3.46,2023-01-03 14:23:00,F
1,False,31.004483333333333,0,9.883333333333333,4.829,2023-01-03 15:31:00,B
1,False,27.45133333333333,0,12.15,5.388,2023-01-03 17:36:00,A
1,False,27.988133333333334,1,7.616666666666666,2.947,2023-01-03 17:43:00,A
1,False,18.416466666666665,1,7.85,3.333,2023-01-03 18:27:00,C
1,False,29.498666666666665,0,13.216666666666669,4.71,2023-01-03 18:40:00,A
1,False,32.322316666666666,1,10.883333333333333,3.682,2023-01-03 19:24:00,A
1,False,40.84346666666667,0,16.133333333333333,8.958,2023-01-03 19:33:00,B
1,False,23.46485,0,7.216666666666667,3.068,2023-01-03 19:37:00,E
1,False,62.81765,1,24.133333333333333,6.204,2023-01-04 08:57:00,F
1,False,25.821150000000003,0,9.683333333333334,4.969,2023-01-04 09:04:00,C
1,False,34.62211666666667,0,14.416666666666666,7.59,2023-01-04 10:58:00,B
1,False,61.26198333333333,1,20.116666666666667,5.442,2023-01-04 11:21:00,F
1,False,41.050666666666665,1,15.216666666666669,8.929,2023-01-04 11:57:00,B
1,False,22.551116666666665,2,6.133333333333334,2.386,2023-01-04 12:04:00,F
1,False,22.252616666666665,0,10.483333333333333,4.133,2023-01-04 12:45:00,A
1,False,24.477533333333337,1,11.8,4.0,2023-01-04 12:54:00,A
1,False,26.559383333333336,3,9.4,3.062,2023-01-04 12:58:00,A
1,False,24.53178333333333,0,7.033333333333333,2.761,2023-01-04 13:10:00,C
1,False,33.1652,0,8.45,4.016,2023-01-04 14:03:00,B
1,False,46.28501666666667,0,11.716666666666669,3.691,2023-01-04 15:15:00,F
1,False,24.176766666666666,1,9.25,3.321,2023-01-04 15:35:00,C
1,False,34.97691666666667,0,14.9,6.053,2023-01-04 16:05:00,D
1,False,19.676966666666665,0,9.783333333333331,4.078,2023-01-04 16:11:00,C
1,False,24.1636,1,10.6,4.975,2023-01-04 16:43:00,B
1,False,20.2904,0,6.866666666666666,2.628,2023-01-04 16:59:00,E
1,False,24.00303333333333,0,6.016666666666667,2.481,2023-01-04 17:13:00,A
1,False,13.520933333333332,0,4.6,1.593,2023-01-04 17:17:00,C
1,False,35.03438333333334,0,15.216666666666669,9.06,2023-01-04 18:14:00,B
2,False,24.80858333333333,1,10.033333333333331,4.03,2023-01-04 18:17:00,C
1,False,17.402949999999997,2,7.75,4.756,2023-01-04 18:29:00,C
1,False,24.265066666666662,0,7.6,3.021,2023-01-04 18:42:00,E
1,False,27.0693,0,7.15,3.642,2023-01-04 19:11:00,C
1,False,48.72768333333333,2,15.6,4.658,2023-01-04 19:25:00,F
1,False,23.241983333333334,0,9.55,3.428,2023-01-04 20:17:00,C
1,False,22.18005,2,6.733333333333333,2.824,2023-01-04 20:31:00,C
1,False,67.45909999999999,0,18.98333333333333,9.602,2023-01-05 08:09:00,B
1,False,27.28,0,10.15,4.291,2023-01-05 08:43:00,C
1,False,21.88136666666667,0,9.5,3.661,2023-01-05 09:31:00,C
1,False,28.67363333333333,1,8.066666666666666,3.184,2023-01-05 09:35:00,C
1,False,21.789516666666668,2,7.133333333333334,3.14,2023-01-05 09:49:00,C
1,False,29.34325,0,7.833333333333333,4.09,2023-01-05 11:11:00,B
1,False,49.95751666666667,1,13.3,4.815,2023-01-05 11:52:00,A
1,False,39.69053333333333,4,13.85,4.725,2023-01-05 12:03:00,A
1,False,41.6324,4,11.6,4.463,2023-01-05 12:34:00,A
1,False,20.248216666666668,0,7.766666666666667,3.208,2023-01-05 12:44:00,C
1,False,19.97965,4,5.216666666666667,1.638,2023-01-05 12:48:00,A
1,False,25.22435,0,10.966666666666669,3.85,2023-01-05 13:56:00,A
1,False,37.71733333333333,0,14.116666666666667,5.912,2023-01-05 15:59:00,A
1,False,56.42335,1,26.58333333333333,14.252,2023-01-05 17:16:00,B
1,False,19.1299,1,6.45,2.19,2023-01-05 17:25:00,A
1,False,36.43165,3,11.866666666666667,5.904,2023-01-05 17:45:00,B
1,False,41.56251666666667,4,15.533333333333331,7.921,2023-01-05 17:49:00,B
3,False,21.555016666666663,0,7.5,3.145,2023-01-05 18:44:00,C
1,False,19.856966666666665,1,9.133333333333333,4.752,2023-01-05 18:48:00,B
1,False,40.5133,2,14.183333333333334,7.519,2023-01-05 18:58:00,B
1,False,25.476233333333333,2,10.0,3.239,2023-01-05 19:02:00,A
1,False,24.11685,1,9.666666666666666,3.428,2023-01-05 19:59:00,C
1,False,47.7055,0,17.35,9.268,2023-01-05 20:59:00,B
1,False,28.173033333333336,0,11.8,5.126,2023-01-06 08:02:00,C
1,False,50.66433333333334,0,24.03333333333333,7.597,2023-01-06 08:13:00,F
1,False,34.522866666666665,0,13.516666666666667,4.163,2023-01-06 08:13:00,A
1,False,16.762416666666667,0,6.283333333333333,2.72,2023-01-06 08:56:00,C
1,False,40.62331666666667,0,12.883333333333333,5.758,2023-01-06 09:18:00,A
1,False,51.24791666666666,1,16.633333333333333,6.669,2023-01-06 09:22:00,A
1,False,65.46244999999999,3,23.65,10.144,2023-01-06 10:39:00,B
1,False,42.315783333333336,1,11.166666666666666,4.822,2023-01-06 11:13:00,C
1,False,22.978683333333333,1,6.283333333333333,2.305,2023-01-06 11:14:00,F
1,False,34.56693333333334,1,16.0,5.211,2023-01-06 11:29:00,F
2,False,30.5145,2,10.8,3.377,2023-01-06 11:58:00,F
1,False,25.776766666666667,2,7.216666666666667,2.535,2023-01-06 12:46:00,A
1,False,28.74148333333333,0,8.95,3.62,2023-01-06 13:03:00,E
1,False,42.86378333333333,2,15.416666666666666,6.448,2023-01-06 13:10:00,A
1,False,38.50558333333333,0,9.95,4.407,2023-01-06 13:11:00,C
1,False,46.7071,2,12.683333333333334,4.364,2023-01-06 13:18:00,A
1,False,42.85543333333333,0,13.95,4.781,2023-01-06 15:16:00,A
1,False,26.791966666666667,1,8.916666666666666,3.317,2023-01-06 15:19:00,F
1,False,21.998716666666667,0,8.65,3.765,2023-01-06 15:57:00,C
1,False,23.448416666666667,0,7.9,3.366,2023-01-06 16:26:00,C
1,False,45.47293333333334,0,12.566666666666666,4.425,2023-01-06 16:37:00,A
1,False,36.58388333333333,0,10.666666666666666,6.412,2023-01-06 16:44:00,B
1,False,55.863416666666666,1,18.383333333333333,9.626,2023-01-06 18:19:00,B
1,False,13.19015,1,5.65,2.376,2023-01-06 18:21:00,D
1,False,48.73653333333333,0,18.23333333333333,7.167,2023-01-06 18:36:00,A
1,False,24.479,0,8.683333333333334,3.587,2023-01-06 19:12:00,C
1,False,19.32583333333333,1,5.933333333333334,2.042,2023-01-06 19:21:00,C
1,False,49.030433333333335,1,12.483333333333333,6.043,2023-01-06 19:24:00,B
1,False,32.992999999999995,2,9.716666666666669,4.306,2023-01-06 21:15:00,C
1,False,29.843266666666665,0,10.233333333333333,3.539,2023-01-07 08:09:00,A
1,False,44.539366666666666,3,11.633333333333333,3.396,2023-01-07 08:54:00,F
1,False,19.620616666666667,0,8.933333333333334,3.037,2023-01-07 09:22:00,A
1,False,37.52463333333333,2,10.416666666666666,3.955,2023-01-07 09:28:00,A
1,False,38.96955,0,13.083333333333334,5.697,2023-01-07 10:18:00,A
1,False,36.04696666666668,0,9.233333333333333,3.801,2023-01-07 10:32:00,C
1,False,30.375733333333336,0,8.416666666666666,2.183,2023-01-07 11:00:00,F
1,False,26.297816666666662,1,8.55,3.221,2023-01-07 11:08:00,C
1,False,37.62588333333333,0,10.216666666666669,2.845,2023-01-07 11:35:00,C
1,False,32.0185,1,9.766666666666667,3.058,2023-01-07 12:02:00,F
1,False,15.488316666666664,2,7.183333333333334,1.928,2023-01-07 12:10:00,F
1,False,39.090516666666666,0,15.916666666666666,9.251,2023-01-07 12:15:00,C
1,False,40.17736666666666,5,12.783333333333331,4.585,2023-01-07 12:46:00,A
1,False,49.91403333333333,0,20.933333333333334,12.856,2023-01-07 13:15:00,C
1,False,41.49145,1,12.466666666666669,5.284,2023-01-07 13:42:00,D
1,False,30.53343333333334,1,8.216666666666667,3.253,2023-01-07 15:23:00,D
1,False,40.16244999999999,0,13.7,7.074,2023-01-07 15:58:00,B
1,False,19.21268333333333,0,7.883333333333334,2.635,2023-01-07 16:26:00,A
1,False,20.16211666666667,0,5.533333333333333,2.044,2023-01-07 17:15:00,A
1,False,25.067866666666667,1,8.683333333333334,2.557,2023-01-07 17:35:00,A
1,False,28.209316666666663,1,12.6,4.538,2023-01-07 17:59:00,A
1,False,29.6797,1,14.0,4.728,2023-01-07 18:27:00,A
1,False,32.52828333333333,2,12.95,4.961,2023-01-07 18:35:00,A
1,False,22.93533333333333,2,7.35,3.671,2023-01-07 20:43:00,B
1,False,17.696666666666665,1,6.816666666666666,2.574,2023-01-07 21:39:00,C
1,False,14.311216666666668,2,5.933333333333334,2.676,2023-01-07 21:48:00,C
1,False,20.40863333333333,0,7.3,2.051,2023-01-08 09:38:00,F
1,False,20.1773,0,7.216666666666667,2.383,2023-01-08 09:48:00,C
1,False,25.348350000000003,2,7.733333333333333,2.466,2023-01-08 09:58:00,C
1,False,38.476333333333336,0,9.716666666666669,3.42,2023-01-08 10:23:00,F
1,False,26.182983333333333,0,8.2,3.239,2023-01-08 10:41:00,A
1,False,35.46561666666666,3,10.266666666666667,4.613,2023-01-08 11:15:00,C
1,False,31.85793333333333,1,15.7,5.186,2023-01-08 11:18:00,D
1,False,30.7571,1,13.116666666666667,4.556,2023-01-08 11:25:00,A
1,False,60.29521666666668,1,15.45,7.696,2023-01-08 11:58:00,B
1,False,24.2512,3,11.566666666666666,4.359,2023-01-08 12:00:00,A
1,False,17.464283333333334,2,8.333333333333334,2.989,2023-01-08 12:00:00,A
1,False,34.98948333333333,3,15.816666666666666,6.964,2023-01-08 12:03:00,B
1,False,53.3245,3,13.45,7.014,2023-01-08 12:15:00,B
1,False,40.05456666666666,1,12.0,3.805,2023-01-08 12:33:00,F
1,False,33.124183333333335,0,8.833333333333334,4.634,2023-01-08 12:41:00,C
1,False,64.42476666666667,2,28.6,10.113,2023-01-08 13:01:00,B
1,False,35.38583333333333,2,10.916666666666666,4.475,2023-01-08 13:23:00,D
1,False,36.48498333333334,2,10.233333333333333,4.03,2023-01-08 14:17:00,C
1,False,27.644483333333337,4,9.033333333333331,3.28,2023-01-08 14:33:00,C
1,False,24.2048,1,7.283333333333333,3.147,2023-01-08 15:59:00,C
1,False,13.5589,0,3.883333333333333,2.066,2023-01-08 16:08:00,B
1,False,19.83085,1,9.333333333333334,4.346,2023-01-08 17:16:00,B
2,False,18.2469,0,7.416666666666667,3.174,2023-01-08 18:17:00,C
1,False,18.8079,0,7.716666666666667,3.253,2023-01-08 19:35:00,C
1,False,20.721,1,9.0,3.696,2023-01-09 08:55:00,C
1,False,20.667116666666665,5,5.666666666666667,2.065,2023-01-09 09:52:00,A
1,False,96.48186666666668,2,36.1,19.518,2023-01-09 10:09:00,B
1,False,19.16293333333333,0,5.916666666666667,2.281,2023-01-09 10:47:00,F
1,False,41.2273,0,11.033333333333331,3.253,2023-01-09 11:04:00,D
1,False,14.095483333333334,0,5.916666666666667,2.342,2023-01-09 11:16:00,C
1,False,65.40198333333333,1,18.03333333333333,4.754,2023-01-09 12:25:00,F
1,False,34.371583333333334,3,10.0,2.694,2023-01-09 13:04:00,F
1,False,61.1057,0,20.416666666666668,11.516,2023-01-09 13:13:00,B
1,False,35.843716666666666,3,10.8,4.559,2023-01-09 13:38:00,F
1,False,28.788216666666663,0,7.416666666666667,2.689,2023-01-09 13:58:00,C
1,False,28.385916666666667,0,8.916666666666666,3.344,2023-01-09 16:36:00,E
1,False,71.61286666666666,0,31.266666666666666,17.339,2023-01-09 17:29:00,B
1,False,32.062416666666664,1,14.65,7.937,2023-01-09 17:32:00,B
1,False,44.00818333333333,2,15.683333333333334,6.788,2023-01-09 17:58:00,B
1,False,47.786116666666665,0,20.566666666666663,7.233,2023-01-09 18:11:00,A
1,False,16.242633333333334,0,6.716666666666667,2.497,2023-01-09 18:36:00,C
1,False,25.67845,1,6.916666666666667,2.472,2023-01-09 18:48:00,A
1,False,30.42643333333333,2,10.633333333333333,4.542,2023-01-09 18:59:00,A
1,False,30.607333333333337,2,10.1,5.004,2023-01-09 19:06:00,C
1,False,49.16275,2,14.116666666666667,4.996,2023-01-09 19:08:00,A
1,False,34.26316666666666,1,11.683333333333334,5.906,2023-01-09 19:15:00,B
1,False,28.69405,0,8.533333333333333,3.697,2023-01-09 19:21:00,E
1,False,23.54668333333333,4,10.85,4.378,2023-01-09 19:44:00,C
1,False,35.50986666666667,4,16.316666666666666,10.218,2023-01-09 19:56:00,C
1,False,45.74038333333333,4,15.8,8.874,2023-01-09 19:58:00,C
1,False,29.144266666666667,5,7.533333333333333,2.73,2023-01-09 20:04:00,C
1,False,54.64305,4,17.433333333333334,7.575,2023-01-09 20:17:00,B
1,False,33.17355,3,8.45,2.927,2023-01-09 20:43:00,C
1,False,38.96921666666667,0,13.5,5.854,2023-01-10 08:25:00,C
1,False,29.815866666666665,0,13.466666666666669,4.775,2023-01-10 09:02:00,A
1,False,42.77158333333334,1,13.333333333333334,4.727,2023-01-10 09:24:00,A
1,False,34.13348333333333,1,14.016666666666667,5.901,2023-01-10 09:58:00,A
2,False,51.12643333333333,0,22.85,5.631,2023-01-10 10:31:00,F
1,False,37.7637,1,12.583333333333334,5.825,2023-01-10 10:36:00,C
1,False,19.0392,1,7.116666666666666,3.07,2023-01-10 10:46:00,F
1,False,55.16811666666667,1,15.133333333333333,5.067,2023-01-10 11:13:00,A
1,False,47.82448333333333,3,13.1,4.069,2023-01-10 11:32:00,A
1,False,33.645133333333334,0,9.05,4.252,2023-01-10 11:34:00,C
1,False,25.02436666666667,3,9.633333333333333,3.162,2023-01-10 11:50:00,A
1,False,40.76348333333334,4,13.433333333333334,4.584,2023-01-10 12:16:00,A
1,False,14.3715,4,5.566666666666666,1.868,2023-01-10 12:56:00,A
1,False,45.375616666666666,0,16.533333333333335,8.569,2023-01-10 13:23:00,B
1,False,58.50221666666667,2,23.866666666666667,11.654,2023-01-10 15:49:00,B
1,False,29.78815,0,8.3,3.008,2023-01-10 16:48:00,E
1,False,24.310683333333333,0,10.733333333333333,4.158,2023-01-10 17:28:00,C
1,False,28.42835,1,11.433333333333334,4.496,2023-01-10 17:33:00,C
1,False,34.52815,1,13.783333333333331,4.742,2023-01-10 17:45:00,A
1,False,33.4696,1,11.483333333333333,5.981,2023-01-10 18:12:00,C
1,False,38.267633333333336,0,12.4,5.002,2023-01-10 18:21:00,A
1,False,46.403933333333335,2,13.066666666666666,4.359,2023-01-10 18:36:00,A
1,False,21.855933333333333,1,9.6,4.334,2023-01-10 18:39:00,B
1,False,39.77011666666667,3,13.3,5.394,2023-01-10 18:42:00,A
1,False,31.79488333333333,0,14.433333333333334,8.594,2023-01-10 18:59:00,C
1,False,24.9136,1,10.2,2.788,2023-01-10 19:25:00,C
1,False,26.418566666666667,0,9.2,4.513,2023-01-10 19:44:00,B
1,False,36.97871666666667,2,11.033333333333331,4.347,2023-01-10 20:02:00,C
1,False,30.313,2,7.616666666666666,3.194,2023-01-10 20:27:00,C
2,False,35.05818333333333,4,9.3,3.842,2023-01-10 20:34:00,C
1,False,21.03,0,5.55,2.328,2023-01-10 21:58:00,C
1,False,33.32955,0,13.616666666666667,4.711,2023-01-11 07:52:00,A
1,False,22.836583333333333,0,8.633333333333333,2.603,2023-01-11 07:59:00,F
1,False,57.56675,1,21.03333333333333,6.756,2023-01-11 08:05:00,F
1,False,48.5761,0,13.916666666666666,5.925,2023-01-11 09:21:00,B
1,False,59.61226666666666,1,16.916666666666668,9.162,2023-01-11 09:59:00,B
1,False,31.969383333333333,1,12.4,4.32,2023-01-11 10:09:00,F
1,False,65.26816666666667,2,20.05,5.499,2023-01-11 10:41:00,F
1,False,24.225366666666662,1,9.166666666666666,4.091,2023-01-11 10:58:00,C
1,False,19.78525,1,9.3,3.058,2023-01-11 11:33:00,A
2,False,13.426816666666667,0,4.616666666666666,1.614,2023-01-11 11:38:00,D
1,False,22.9279,1,6.333333333333333,2.527,2023-01-11 11:48:00,C
1,False,40.955016666666666,0,14.216666666666669,5.548,2023-01-11 12:13:00,D
1,False,36.49853333333333,2,12.433333333333334,5.541,2023-01-11 12:43:00,A
1,False,32.616550000000004,2,14.65,5.094,2023-01-11 13:07:00,A
1,False,48.43006666666667,2,12.633333333333333,4.327,2023-01-11 13:32:00,A
1,False,24.76995,1,10.766666666666667,4.057,2023-01-11 13:51:00,F
1,False,27.7915,0,12.3,5.813,2023-01-11 16:12:00,B
1,False,16.981516666666664,0,7.8,4.756,2023-01-11 18:02:00,C
1,False,16.12645,0,7.683333333333334,4.091,2023-01-11 18:56:00,B
1,False,27.768316666666664,1,9.2,2.324,2023-01-11 19:07:00,C
1,False,23.950900000000004,0,7.833333333333333,3.682,2023-01-11 19:13:00,B
1,False,21.930233333333334,0,7.633333333333334,2.896,2023-01-11 19:17:00,A
1,False,38.452666666666666,1,11.566666666666666,3.053,2023-01-11 19:22:00,C
1,False,25.36226666666667,1,9.566666666666666,4.917,2023-01-11 19:27:00,B
1,False,47.60415,2,15.733333333333333,5.444,2023-01-11 19:28:00,C
1,False,43.5728,3,13.266666666666667,6.181,2023-01-11 19:32:00,C
1,False,28.848416666666665,5,13.2,8.253,2023-01-11 20:23:00,C
1,False,25.69881666666667,1,11.266666666666667,3.095,2023-01-11 21:05:00,C
1,False,30.2518,2,8.383333333333333,4.004,2023-01-11 21:22:00,C
1,False,36.37078333333333,2,12.0,5.271,2023-01-11 21:37:00,C
1,False,44.4915,0,12.0,3.429,2023-01-12 07:52:00,A
1,False,26.639816666666665,0,11.25,4.491,2023-01-12 09:08:00,F
1,False,41.1066,0,14.683333333333334,4.878,2023-01-12 10:06:00,A
1,False,78.6405,1,22.716666666666665,7.013,2023-01-12 10:08:00,F
1,False,29.716283333333333,3,13.9,4.346,2023-01-12 10:20:00,A
1,False,27.929616666666668,0,9.766666666666667,4.891,2023-01-12 10:26:00,C
1,False,22.706633333333333,2,9.783333333333331,5.84,2023-01-12 10:34:00,C
1,False,22.29985,4,8.533333333333333,3.063,2023-01-12 10:44:00,F
1,False,45.897450000000006,1,11.766666666666667,3.585,2023-01-12 11:16:00,F
1,False,26.37258333333333,0,9.633333333333333,4.597,2023-01-12 11:21:00,C
1,False,19.567933333333333,0,7.266666666666667,2.847,2023-01-12 11:27:00,E
1,False,33.58983333333334,0,8.85,2.926,2023-01-12 12:38:00,C
1,False,32.947783333333334,0,14.133333333333333,5.446,2023-01-12 12:49:00,A
1,False,53.59813333333334,0,14.1,7.793,2023-01-12 13:52:00,B
1,False,43.11695,0,15.05,7.983,2023-01-12 16:43:00,B
1,False,12.33465,2,5.683333333333334,2.192,2023-01-12 17:32:00,A
1,False,36.65278333333333,1,14.116666666666667,6.122,2023-01-12 18:07:00,A
1,False,21.94816666666667,2,9.016666666666667,3.116,2023-01-12 18:15:00,A
1,False,21.6829,3,10.6,3.636,2023-01-12 18:18:00,A
1,False,37.16356666666666,1,9.983333333333333,4.373,2023-01-12 19:24:00,C
1,False,18.23058333333333,0,9.0,3.112,2023-01-12 20:18:00,B
1,False,28.0476,0,7.55,4.044,2023-01-12 20:31:00,C
1,False,32.13835,0,13.566666666666666,6.093,2023-01-12 20:45:00,B
1,False,20.751716666666667,1,8.6,4.354,2023-01-12 20:58:00,C
1,False,29.61436666666667,0,8.3,2.521,2023-01-13 07:48:00,F
1,False,20.40298333333333,0,5.333333333333333,2.324,2023-01-13 09:04:00,D
1,False,47.17165,1,13.116666666666667,5.138,2023-01-13 09:23:00,A
1,False,46.75241666666667,0,20.866666666666667,7.932,2023-01-13 09:27:00,B
1,False,47.41728333333333,2,17.85,8.137,2023-01-13 09:58:00,B
1,False,51.16588333333333,0,20.85,6.613,2023-01-13 10:07:00,F
1,False,35.661950000000004,2,12.4,4.835,2023-01-13 12:11:00,A
1,False,17.462233333333334,0,4.633333333333334,1.77,2023-01-13 12:23:00,D
1,False,20.71205,1,6.066666666666666,2.475,2023-01-13 12:36:00,D
1,False,39.75605,2,14.566666666666666,5.207,2023-01-13 13:16:00,A
1,False,14.158083333333334,0,5.55,1.699,2023-01-13 13:22:00,E
1,False,33.655433333333335,0,13.45,3.836,2023-01-13 14:02:00,A
1,False,30.153583333333334,0,10.783333333333331,3.727,2023-01-13 14:47:00,A
1,False,24.326016666666664,1,8.383333333333333,3.057,2023-01-13 15:17:00,A
1,False,73.10623333333334,0,22.966666666666665,10.302,2023-01-13 15:23:00,B
1,False,51.253,1,14.983333333333333,5.251,2023-01-13 17:43:00,A
1,False,32.6153,1,9.333333333333334,3.299,2023-01-13 18:10:00,A
1,False,30.510483333333333,1,8.566666666666666,4.023,2023-01-13 18:13:00,C
1,False,35.80821666666667,0,12.3,3.769,2023-01-13 18:16:00,F
1,False,41.18415,0,12.166666666666666,4.945,2023-01-13 18:49:00,A
1,False,17.299249999999997,0,7.983333333333333,3.794,2023-01-13 19:31:00,B
1,False,28.109516666666664,2,8.716666666666667,4.007,2023-01-13 20:08:00,B
1,False,30.1731,2,14.283333333333331,7.588,2023-01-13 20:35:00,B
1,False,27.467366666666663,1,11.033333333333331,3.235,2023-01-13 20:46:00,C
1,False,21.292016666666665,2,5.983333333333333,3.033,2023-01-13 21:53:00,C
1,False,25.4703,0,11.333333333333334,4.225,2023-01-14 07:52:00,A
1,False,41.3458,0,19.0,9.863,2023-01-14 08:21:00,B
1,False,36.99333333333333,0,14.9,6.637,2023-01-14 09:08:00,A
1,False,29.7787,1,9.2,4.834,2023-01-14 09:51:00,C
1,False,40.61841666666667,1,10.4,6.067,2023-01-14 11:29:00,B
1,False,36.31400000000001,1,9.95,3.555,2023-01-14 11:48:00,A
1,False,49.27621666666666,1,21.1,11.203,2023-01-14 12:59:00,B
1,False,25.9126,1,7.716666666666667,3.663,2023-01-14 14:06:00,B
1,False,32.32676666666667,2,9.233333333333333,4.238,2023-01-14 14:09:00,C
1,False,22.7536,1,10.366666666666667,4.893,2023-01-14 14:41:00,B
1,False,23.445516666666663,3,8.383333333333333,1.878,2023-01-14 14:42:00,C
1,False,23.4564,1,8.516666666666667,4.208,2023-01-14 14:55:00,B
